case_id,part_id,item_no,sentence_id,source_text,sentence,ai_start_ym,ai_end_ym,ai_unknown,ai_tm,ai_timeblock_id,ai_timeblock_start_tm,ai_timeblock_end_tm,ai_iso_range,ai_crossdoc_used,ai_crossdoc_source_timeblock,ai_oti_exists,ai_oti_text,ai_sink,ai_sink_reason,ai_interlude,ai_interlude_reason,ai_agent_note,participant_start_ym,participant_end_ym,participant_unknown,participant_notes,accepted_ai_without_edit
H-C1,H-C1,1,53.10.1,萧相国世家,汉十一年，陈豨反叛，高祖亲自率军到了邯郸。,-0196-10,-0196-10,,汉十一年,ec5c16db-4958-5f73-b7de-345523a3dbba.1.0001.1|ec5c16db-4958-5f73-b7de-345523a3dbba.1.0001.2,汉十一年,汉十一年,-0196-10to-0196-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉十一年; end_time=汉十一年; notes= | step11_postprocess=start[汉十一年->-0196-10] end[汉十一年->-0196-10],,,,,
H-C6,H-C6a,45,8.29.4,高祖本纪,向东到达咸阳，率军围困雍王于废丘，而派遣将领攻占了陇西、北地、上郡。,-0205-08,-0205-08,,汉元年八月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0045.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0045.2,汉元年八月,汉元年八月,-0205-08to-0205-08,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年八月; end_time=汉元年八月; notes= | step11_postprocess=start[汉高祖元年八月->-0205-08] end[汉高祖元年八月->-0205-08],,,,,
H-C6,H-C6a,46,8.29.5,高祖本纪,派将军薛欧、王吸出武关，借助王陵驻扎在南阳的兵力，迎接太公、吕后于沛县。,-0205-08,-0205-08,,汉元年八月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0046.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0046.2,汉元年八月,汉元年八月,-0205-08to-0205-08,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年八月; end_time=汉元年八月; notes= | step11_postprocess=start[汉高祖元年八月->-0205-08] end[汉高祖元年八月->-0205-08],,,,,
H-C6,H-C6a,47,8.29.6,高祖本纪,楚听到这一消息，出兵在阳夏阻挡，汉军不能前进。,-0205-08,-0205-08,,汉元年八月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0047.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0047.2,汉元年八月,汉元年八月,-0205-08to-0205-08,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年八月; end_time=汉元年八月; notes= | step11_postprocess=start[汉高祖元年八月->-0205-08] end[汉高祖元年八月->-0205-08],,,,,
H-C6,H-C6a,48,8.29.7,高祖本纪,楚让原吴县县令郑昌为韩王，抵抗汉军。,-0205-08,-0205-08,,汉元年八月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0048.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0048.2,汉元年八月,汉元年八月,-0205-08to-0205-08,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年八月; end_time=汉元年八月; notes= | step11_postprocess=start[汉高祖元年八月->-0205-08] end[汉高祖元年八月->-0205-08],,,,,
H-C6,H-C6a,49,8.30.1,高祖本纪,二年，汉王东出略取城邑，塞王司马欣、翟王董翳、河南王申阳都投降了。,-0205-10,-0205-10,,汉二年,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0049.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0049.2,汉二年,汉二年,-0205-10to-0205-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年; end_time=汉二年; notes= | step11_postprocess=start[汉二年->-0205-10] end[汉二年->-0205-10],,,,,
H-C6,H-C6b,1,53.3.1,萧相国世家,秦朝的御史到泗水郡督察郡的工作时，萧何跟着他的属官办事，经常把事情办得有条有理、清清楚楚。,-0209-10,-0209-10,,秦二世元年之前,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0001.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0001.2,秦二世元年之前,秦二世元年之前,-0209-10to-0209-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年之前; end_time=秦二世元年之前; notes=根据上下文，萧何任御史属官在秦末起义前 | step11_postprocess=start[秦二世元年之前->-0209-10] end[秦二世元年之前->-0209-10],,,,,
H-C6,H-C6b,2,53.3.2,萧相国世家,萧何于是担任了泗水郡卒史的工作，公务考核中名列第一。,-0209-10,-0209-10,,秦二世元年之前,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0002.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0002.2,秦二世元年之前,秦二世元年之前,-0209-10to-0209-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年之前; end_time=秦二世元年之前; notes= | step11_postprocess=start[秦二世元年之前->-0209-10] end[秦二世元年之前->-0209-10],,,,,
H-C6,H-C6b,3,53.3.3,萧相国世家,秦朝的御史打算入朝进言征调萧何，萧何一再辞谢，才没有被调走。,-0209-10,-0209-10,,秦二世元年之前,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0003.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0003.2,秦二世元年之前,秦二世元年之前,-0209-10to-0209-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年之前; end_time=秦二世元年之前; notes= | step11_postprocess=start[秦二世元年之前->-0209-10] end[秦二世元年之前->-0209-10],,,,,
H-C6,H-C6b,4,53.4.1,萧相国世家,等到刘邦起事做了沛公，萧何常常做为他的助手督办公务。,-0209-09,-0209-09,,秦二世元年秋,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0004.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0004.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6b,5,53.4.2,萧相国世家,沛公进了咸阳，将领们都争先奔向府库，分取金帛财物，唯独萧何首先进入宫室收取秦朝丞相及御史掌管的法律条文、地理图册、户籍档案等文献资料，并将它们珍藏起来。,-0206-10,-0206-10,,汉元年,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0005.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0005.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes=沛公入咸阳在汉元年十月 | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6b,6,53.4.3,萧相国世家,沛公做了汉王，任命萧何为丞相。,-0206-10,-0206-10,,汉元年,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0006.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0006.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6b,7,53.4.4,萧相国世家,项羽和诸侯军队进入咸阳屠杀焚烧了一番就离去了。,-0206-10,-0206-10,,汉元年,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0007.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0007.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6b,8,53.4.5,萧相国世家,汉王之所以能够详尽地了解天下的险关要塞，家庭、人口的多少，各地诸方面的强弱，民众的疾苦等，就是因为萧何完好地得到了秦朝的文献档案的缘故。,,,,汉元年,,汉元年,汉元年,,,,,,1,评价性语句，说明萧何收集档案的作用,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes=,,,,,
H-C6,H-C6b,9,53.4.6,萧相国世家,萧何向汉王推荐韩信，汉王任命韩信为大将军。,-0206-10,-0206-10,,汉元年,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0009.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0009.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6b,10,53.4.7,萧相国世家,此事记载在《淮阴侯列传》中。,,,,汉元年,,汉元年,汉元年,,,,,,1,说明来源的语句,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes=,,,,,
H-C6,H-C6b,11,53.5.1,萧相国世家,汉王领兵东进，平定三秦，萧何以丞相的身分留守治理巴蜀，安抚民众，发布政令，供给军队粮草。,-0206-10,-0205-10,,汉元年,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0011.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0011.2,汉元年,汉二年,-0206-10to-0205-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉二年; notes=汉王东进平定三秦在元年八月至二年 | step11_postprocess=start[汉高祖元年->-0206-10] end[汉二年->-0205-10],,,,,
H-C6,H-C6b,12,53.5.2,萧相国世家,汉二年，汉王与各路诸侯攻打楚军，萧何守卫关中，侍奉太子，治理栎阳。,-0205-10,-0205-10,,汉二年,8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0012.1|8d2059e8-6f6f-5b0c-a927-9aba1473d9df.6.0012.2,汉二年,汉二年,-0205-10to-0205-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年; end_time=汉二年; notes= | step11_postprocess=start[汉二年->-0205-10] end[汉二年->-0205-10],,,,,
